股票代码,股票简称
600577,精达股份
603506,南都物业
600811,东方集团
002053,云南能投
000090,天健集团
603070,万控智造
002072,凯瑞德
002437,誉衡药业
300107,建新股份
002810,山东赫达
600970,中材国际
600178,东安动力
300741,华宝股份
601998,中信银行
835237,力佳科技
603730,岱美股份
603233,大参林
000900,现代投资
601665,齐鲁银行
000408,藏格矿业
830946,森萱医药
300732,设研院
300191,潜能恒信
603848,好太太
603348,文灿股份
600694,大商股份
000753,漳州发展
301058,中粮科工
002061,浙江交科
002906,华阳集团
600735,新华锦
603132,金徽股份
600740,山西焦化
002648,卫星化学
600688,上海石化
603505,金石资源
603800,道森股份
601086,国芳集团
300185,通裕重工
873001,纬达光电
688099,晶晨股份
601003,柳钢股份
600368,五洲交通
601118,海南橡胶
601015,陕西黑猫
000002,万  科Ａ
600746,江苏索普
001203,大中矿业
002011,盾安环境
600508,上海能源
873703,广厦环能
600433,冠豪高新
002731,萃华珠宝
600486,扬农化工
603031,安孚科技
601339,百隆东方
688480,赛恩斯
002671,龙泉股份
000899,赣能股份
300317,珈伟新能
601077,渝农商行
600757,长江传媒
603767,中马传动
300374,中铁装配
601156,东航物流
000949,新乡化纤
603365,水星家纺
688333,铂力特
000751,锌业股份
688076,诺泰生物
300359,全通教育
600888,新疆众和
000627,天茂集团
000060,中金岭南
300570,太辰光
603665,康隆达
688138,清溢光电
601298,青岛港
601598,中国外运
300511,雪榕生物
000155,川能动力
601975,招商南油
000554,泰山石油
000965,天保基建
600737,中粮糖业
002014,永新股份
002708,光洋股份
000761,本钢板材
833394,民士达
836675,秉扬科技
002575,群兴玩具
605183,确成股份
603776,永安行
600269,赣粤高速
001283,豪鹏科技
000755,山西高速
600748,上实发展
000039,中集集团
002400,省广集团
002445,中南文化
600066,宇通客车
600736,苏州高新
002385,大北农
600141,兴发集团
600491,龙元建设
300740,水羊股份
873132,泰鹏智能
600480,凌云股份
601528,瑞丰银行
600639,浦东金桥
600060,海信视像
000572,海马汽车
002636,金安国纪
601717,郑煤机
600979,广安爱众
603759,海天股份
002552,宝鼎科技
603516,淳中科技
600981,汇鸿集团
688208,道通科技
002783,凯龙股份
603312,西典新能
001301,尚太科技
000813,德展健康
000803,山高环能
603155,新亚强
002766,索菱股份
000631,顺发恒业
002482,广田集团
002059,云南旅游
601928,凤凰传媒
300780,德恩精工
300207,欣旺达
601007,金陵饭店
002128,电投能源
300087,荃银高科
870976,视声智能
601700,风范股份
000620,新华联
603299,苏盐井神
600623,华谊集团
301091,深城交
603970,中农立华
000785,居然之家
688252,天德钰
600612,老凤祥
600998,九州通
002370,亚太药业
002432,九安医疗
601886,江河集团
600691,阳煤化工
002026,山东威达
600828,茂业商业
002539,云图控股
600655,豫园股份
002697,红旗连锁
835985,海泰新能
002035,华帝股份
832786,骑士乳业
001965,招商公路
301397,溯联股份
002068,黑猫股份
836260,中寰股份
603477,巨星农牧
002041,登海种业
300783,三只松鼠
300470,中密控股
000708,中信特钢
301500,飞南资源
300997,欢乐家
002092,ST中泰
300547,川环科技
000559,万向钱潮
688287,观典防务
605266,健之佳
000036,华联控股
832089,禾昌聚合
600710,苏美达
002629,仁智股份
300796,贝斯美
002012,凯恩股份
834062,科润智控
832278,鹿得医疗
831175,派诺科技
600814,杭州解百
002816,*ST和科
601515,东峰集团
002083,孚日股份
002264,新 华 都
600803,新奥股份
600131,国网信通
002106,莱宝高科
601121,宝地矿业
300344,立方数科
000505,京粮控股
002091,江苏国泰
605116,奥锐特
835508,殷图网联
600335,国机汽车
601600,中国铝业
002210,飞马国际
002131,利欧股份
003000,劲仔食品
000657,中钨高新
601827,三峰环境
301260,格力博
603113,金能科技
002941,新疆交建
838810,春光药装
001286,陕西能源
301153,中科江南
688398,赛特新材
600657,信达地产
600629,华建集团
002638,勤上股份
600020,中原高速
300573,兴齐眼药
603167,渤海轮渡
600859,王府井
000573,粤宏远Ａ
603180,金牌家居
002938,鹏鼎控股
688120,华海清科
600210,紫江企业
833266,生物谷
600628,新世界
000672,上峰水泥
301030,仕净科技
002653,海思科
300991,创益通
002302,西部建设
300702,天宇股份
002988,豪美新材
300521,爱司凯
430685,新芝生物
601128,常熟银行
836942,恒立钻具
603009,北特科技
000417,合肥百货
688656,浩欧博
600608,ST沪科
603357,设计总院
300536,*ST农尚
600861,北京人力
832225,利通科技
430425,乐创技术
000897,津滨发展
002142,宁波银行
301509,金凯生科
002869,金溢科技
832471,美邦科技
603766,隆鑫通用
600439,瑞贝卡
835892,中科美菱
831370,新安洁
002596,海南瑞泽
002186,全 聚 德
000655,金岭矿业
688212,澳华内镜
300294,博雅生物
000546,金圆股份
870866,绿亨科技
601969,海南矿业
000626,远大控股
000517,荣安地产
601702,华峰铝业
002737,葵花药业
002468,申通快递
603078,江化微
601588,北辰实业
600162,香江控股
002790,瑞尔特
002247,聚力文化
300684,中石科技
000430,张家界
601512,中新集团
002574,明牌珠宝
837344,三元基因
300197,节能铁汉
300103,达刚控股
603706,东方环宇
603099,长白山
000801,四川九洲
603995,甬金股份
601686,友发集团
002289,ST宇顺
688455,科捷智能
000937,冀中能源
002003,伟星股份
688188,柏楚电子
688772,珠海冠宇
000932,华菱钢铁
603227,雪峰科技
600303,ST曙光
002540,亚太科技
603739,蔚蓝生物
605599,菜百股份
000014,沙河股份
601366,利群股份
300176,派生科技
600429,三元股份
002903,宇环数控
002888,惠威科技
600239,云南城投
000789,万年青
870656,海昇药业
600359,新农开发
301133,金钟股份
831010,凯添燃气
600853,龙建股份
301508,中机认检
603855,华荣股份
600658,电子城
600734,实达集团
000862,银星能源
600399,抚顺特钢
603337,杰克股份
600173,卧龙地产
600313,农发种业
603618,杭电股份
600082,海泰发展
832175,东方碳素
300083,创世纪
300135,宝利国际
601216,君正集团
000068,华控赛格
601000,唐山港
600110,诺德股份
600101,明星电力
600293,三峡新材
002170,芭田股份
601518,吉林高速
600166,福田汽车
300266,兴源环境
000797,中国武夷
000830,鲁西化工
837046,亿能电力
834599,同力股份
002098,浔兴股份
831856,浩淼科技
600568,ST中珠
600699,均胜电子
000099,中信海直
600708,光明地产
601033,永兴股份
688516,奥特维
601966,玲珑轮胎
605228,神通科技
600067,冠城大通
603328,依顿电子
600256,广汇能源
002937,兴瑞科技
872931,无锡鼎邦
002182,宝武镁业
600533,栖霞建设
301193,家联科技
002208,合肥城建
002110,三钢闽光
000972,中基健康
000715,中兴商业
002916,深南电路
002073,软控股份
300729,乐歌股份
300295,三六五网
000825,太钢不锈
600388,龙净环保
300417,南华仪器
600648,外高桥
600510,黑牡丹
600617,国新能源
600521,华海药业
832735,德源药业
873576,天力复合
600058,五矿发展
600663,陆家嘴
603018,华设集团
603648,畅联股份
600826,兰生股份
603214,爱婴室
300120,经纬辉开
603816,顾家家居
000153,丰原药业
600693,东百集团
002157,正邦科技
600997,开滦股份
301300,远翔新材
000567,海德股份
600057,厦门象屿
301073,君亭酒店
600858,银座股份
000736,中交地产
001696,宗申动力
600195,中牧股份
300707,威唐工业
002758,浙农股份
002808,ST恒久
002545,东方铁塔
300411,金盾股份
300791,仙乐健康
600679,上海凤凰
600578,京能电力
300505,川金诺
300552,万集科技
603882,金域医学
688429,时创能源
000030,富奥股份
001215,千味央厨
836239,长虹能源
603277,银都股份
603390,通达电气
835857,百甲科技
300636,同和药业
600278,东方创业
600801,华新水泥
870508,丰安股份
603035,常熟汽饰
000758,中色股份
603871,嘉友国际
000718,苏宁环球
300458,全志科技
002520,日发精机
873167,新赣江
002162,悦心健康
301078,孩子王
832145,恒合股份
838837,华原股份
603579,荣泰健康
600963,岳阳林纸
600094,大名城
301195,北路智控
605068,明新旭腾
000837,秦川机床
002357,富临运业
002867,周大生
301356,天振股份
301309,万得凯
600081,东风科技
300098,高新兴
002285,世联行
600295,鄂尔多斯
601609,金田股份
600960,渤海汽车
300651,金陵体育
000820,神雾节能
000016,深康佳Ａ
834033,康普化学
002627,三峡旅游
688267,中触媒
300809,华辰装备
600386,北巴传媒
002668,TCL智家
603733,仙鹤股份
600761,安徽合力
600719,大连热电
600187,国中水务
002563,森马服饰
831832,科达自控
603628,清源股份
688426,康为世纪
002713,东易日盛
430718,合肥高科
600376,首开股份
600339,中油工程
002096,易普力
600012,皖通高速
873665,科强股份
002827,高争民爆
300433,蓝思科技
002832,比音勒芬
603529,爱玛科技
871857,泓禧科技
831726,朱老六
002475,立讯精密
000514,渝 开 发
831396,许昌智能
002314,南山控股
000552,甘肃能化
002064,华峰化学
000612,焦作万方
600371,万向德农
430047,诺思兰德
300584,海辰药业
300115,长盈精密
688177,百奥泰
300946,恒而达
002305,南国置业
300249,依米康
603300,华铁应急
603329,上海雅仕
836807,奔朗新材
832978,开特股份
600895,张江高科
300546,雄帝科技
000713,丰乐种业
002429,兆驰股份
600712,南宁百货
300051,琏升科技
002793,罗欣药业
603069,海汽集团
001258,立新能源
600362,江西铜业
832522,纳科诺尔
300012,华测检测
603221,爱丽家居
603197,保隆科技
688331,荣昌生物
002831,裕同科技
300029,ST天龙
600219,南山铝业
600755,厦门国贸
831152,昆工科技
603200,上海洗霸
870357,雅葆轩
300857,协创数据
600833,第一医药
603393,新天然气
600007,中国国贸
301226,祥明智能
600420,国药现代
002995,天地在线
000886,海南高速
600490,鹏欣资源
300209,*ST有树
000029,深深房Ａ
600586,金晶科技
600350,山东高速
600987,航民股份
830896,旺成科技
603979,金诚信
002048,宁波华翔
600866,星湖科技
600609,金杯汽车
002146,荣盛发展
300199,翰宇药业
600865,百大集团
000703,恒逸石化
600834,XD申通地
603535,嘉诚国际
600730,中国高科
600831,ST广网
000550,江铃汽车
600383,金地集团
000766,通化金马
603075,热威股份
002920,德赛西威
300044,赛为智能
000926,福星股份
000779,甘咨询
003010,若羽臣
002897,意华股份
430478,峆一药业
002694,顾地科技
603268,松发股份
600468,百利电气
605090,九丰能源
600622,光大嘉宝
600684,珠江股份
688125,安达智能
300287,飞利信
600354,敦煌种业
832491,奥迪威
301111,粤万年青
871396,常辅股份
688037,芯源微
002310,*ST东园
000923,河钢资源
836717,瑞星股份
300049,福瑞股份
831195,三祥科技
872392,佳合科技
430418,苏轴股份
871634,新威凌
300489,光智科技
301239,普瑞眼科
601857,中国石油
603350,安乃达
833533,骏创科技
300175,朗源股份
002840,华统股份
301505,苏州规划
688522,纳睿雷达
873690,捷众科技
833427,华维设计
600838,上海九百
002674,兴业科技
600827,百联股份
600794,保税科技
600604,市北高新
001360,南矿集团
873679,前进科技
605009,豪悦护理
000878,云南铜业
872953,国子软件
600649,城投控股
603518,锦泓集团
603286,日盈电子
002992,宝明科技
002233,塔牌集团
688183,生益电子
002418,康盛股份
000663,永安林业
002085,万丰奥威
000890,法尔胜
002947,恒铭达
300990,同飞股份
833429,康比特
300348,长亮科技
000017,深中华A
871642,通易航天
000688,国城矿业
836547,无锡晶海
603003,*ST龙宇
600547,山东黄金
002038,双鹭药业
872190,雷神科技
837663,明阳科技
601231,环旭电子
834058,华洋赛车
605598,上海港湾
688525,佰维存储
601107,四川成渝
603993,洛阳钼业
300300,ST峡创
603977,国泰集团
301363,美好医疗
600968,海油发展
600689,上海三毛
603920,世运电路
839790,联迪信息
000625,长安汽车
002345,潮宏基
603689,皖天然气
603992,松霖科技
301023,江南奕帆
600096,云天化
873806,云星宇
834950,迅安科技
871263,莱赛激光
300189,神农种业
831039,国义招标
002372,伟星新材
600662,外服控股
300576,容大感光
603193,润本股份
301039,中集车辆
001914,招商积余
430476,海能技术
001222,源飞宠物
601127,赛力斯
300551,古鳌科技
837023,芭薇股份
430510,丰光精密
601061,中信金属
000402,金 融 街
000630,铜陵有色
002463,沪电股份
600489,中金黄金
836826,盖世食品
831087,秋乐种业
002973,侨银股份
002999,天禾股份
600497,驰宏锌锗
002248,华东数控
300165,天瑞仪器
688089,嘉必优
002428,云南锗业
603179,新泉股份
601038,一拖股份
002188,中天服务
600638,新黄浦
600033,福建高速
600409,三友化工
688428,诺诚健华-U
603879,ST永悦
002682,龙洲股份
603898,好莱客
600665,天地源
600325,华发股份
603379,三美股份
300264,佳创视讯
301580,爱迪特
000975,银泰黄金
002572,索菲亚
600916,中国黄金
002775,文科股份
601899,紫金矿业
000544,中原环保
836720,吉冈精密
832110,雷特科技
000049,德赛电池
600606,绿地控股
000980,众泰汽车
873706,铁拓机械
601828,美凯龙
000816,智慧农业
002133,广宇集团
836221,易实精密
600421,华嵘控股
000010,美丽生态
002823,凯中精密
835174,五新隧装
603195,公牛集团
430090,同辉信息
603079,圣达生物
300441,鲍斯股份
002160,常铝股份
300677,英科医疗
002707,众信旅游
002613,北玻股份
600675,中华企业
601138,工业富联
000031,大悦城
603283,赛腾股份
600561,江西长运
000906,浙商中拓
000061,农 产 品
300917,特发服务
600006,东风汽车
600843,上工申贝
600048,保利发展
300899,上海凯鑫
688147,微导纳米
833781,瑞奇智造
000521,长虹美菱
600322,津投城开
600630,龙头股份
833284,灵鸽科技
003042,中农联合
688506,百利天恒-U
837403,康农种业
000960,锡业股份
836504,博迅生物
839167,同享科技
600601,方正科技
600461,洪城环境
301603,乔锋智能
601777,力帆科技
600721,百花医药
832171,志晟信息
600777,ST新潮
688166,博瑞医药
301187,欧圣电气
002607,中公教育
300947,德必集团
300502,新易盛
837748,路桥信息
002130,沃尔核材
601212,白银有色
600988,赤峰黄金
002561,徐家汇
600160,巨化股份
834014,XD特瑞斯
001979,招商蛇口
301567,贝隆精密
301141,中科磁业
600189,泉阳泉
601963,XD重庆银
000035,中国天楹
002600,领益智造
601958,金钼股份
873726,卓兆点胶
301295,美硕科技
600370,三房巷
300198,纳川股份
002355,兴民智通
603360,百傲化学
300437,清水源
003006,百亚股份
002532,天山铝业
001337,四川黄金
838227,美登科技
831689,克莱特
836208,青矩技术
688766,普冉股份
300218,安利股份
836149,旭杰科技
603619,中曼石油
601168,西部矿业
601155,新城控股
830839,万通液压
601188,龙江交通
835579,机科股份
300476,胜宏科技
833751,惠同新材
300859,西域旅游
300329,海伦钢琴
605158,华达新材
430198,微创光电
600961,株冶集团
300308,中际旭创
871245,威博液压
600530,交大昂立
839792,东和新材
301289,国缆检测
300945,曼卡龙
871694,中裕科技
300630,普利制药
838262,太湖雪
002384,东山精密
002267,陕天然气
600119,长江投资
603196,日播时尚
601933,永辉超市
002237,恒邦股份
600272,开开实业
872895,花溪科技
834475,三友科技
600938,中国海油
603389,亚振家居
838402,硅烷科技
002043,兔 宝 宝
000737,北方铜业
836871,派特尔
920002,万达轴承
000622,*ST恒立
002114,罗平锌电
301089,拓新药业
300117,*ST嘉寓
600361,创新新材
300641,正丹股份
002269,美邦服饰
000560,我爱我家
000957,中通客车
873833,美心翼申
600531,豫光金铅
603029,天鹅股份
600595,中孚实业
300111,向日葵
600626,申达股份
603900,莱绅通灵
002742,ST三圣
300563,神宇股份
832651,天罡股份
603129,春风动力
300222,科大智能
836270,天铭科技
837092,汉鑫科技
832000,安徽凤凰
831627,力王股份
873570,坤博精工
301533,威马农机
300439,美康生物
831906,舜宇精工
300942,易瑞生物
831304,迪尔化工
601069,西部黄金
600246,万通发展
603682,锦和商管
836961,西磁科技
834770,艾能聚
002244,滨江集团
002716,湖南白银
300979,华利集团
000040,ST旭蓝
873305,九菱科技
600266,城建发展
600692,亚通股份
831526,凯华材料
600117,西宁特钢
002822,ST中装
839946,华阳变速
000426,兴业银锡
300394,天孚通信
600165,*ST宁科
600112,*ST天成
000023,*ST深天
300742,越博退
000413,ST旭电
603789,星光农机
300716,泉为科技
002308,*ST威创
300022,吉峰科技
000679,大连友谊
870204,沪江材料
002556,辉隆股份
430489,佳先股份
832023,田野股份
873693,阿为特
300844,山水比德
000976,*ST华铁
430300,辰光医疗
600711,盛屯矿业
300582,英飞特
603396,金辰股份
836699,海达尔
600250,南京商旅
833030,立方控股
300391,长药控股
301333,诺思格
603336,宏辉果蔬
000603,盛达资源
301228,实朴检测
002715,登云股份
833454,同心传动
873169,七丰精工
831641,格利尔
831768,拾比佰
601028,玉龙股份
600620,天宸股份
301033,迈普医学
600418,XD江淮汽
833580,科创新材
002155,湖南黄金
838670,恒进感应
000637,茂化实华
600822,上海物贸
430564,天润科技
871753,天纺标
002717,岭南股份
870436,大地电气
873122,中纺标
300321,同大股份
300139,晓程科技
300807,天迈科技
000421,南京公用
600733,北汽蓝谷
836414,欧普泰
300469,信息发展
688062,迈威生物-U
300799,左江退
873223,荣亿精密
